# m n lo up gens time_s logN
1258 821 0 0 0 0.050000000000000000000000000000000000000 23.253827174679876261452216300669011997
1004 943 0 0 0 0.039000000000000000000000000000000000000 23.302750089517308391223242664397490155
1004 951 1 1 0 0.30600000000000000000000000000000000000 22.409816771399609893969105876150699040
1258 1129 1 1 0 0.32900000000000000000000000000000000000 24.241462254359975926223676435407945440
1004 973 1 1 0 0.30200000000000000000000000000000000000 23.057510473178714559454050379319324909
1266 967 2 2 1 0.37900000000000000000000000000000000000 24.355612552721909532205047195742281442
1004 977 1 1 0 0.32300000000000000000000000000000000000 22.049597612630155351561154850328988571
1270 479 1 1 0 0.25000000000000000000000000000000000000 23.261262199133173725483011198081511664
1004 991 0 0 0 0.037000000000000000000000000000000000000 22.708264573218486064559589381561848757
1271 458 0 0 0 0.031000000000000000000000000000000000000 23.404596014242220145263077139275646556
1271 1138 1 1 0 0.20700000000000000000000000000000000000 24.282221402170574717325503849876292049
1004 997 0 2 0 0.33800000000000000000000000000000000000 22.448640477470574665073683708609874054
1005 136 0 0 0 0.15000000000000000000000000000000000000 22.488229470183245776753432989494658971
1273 206 2 2 1 0.31100000000000000000000000000000000000 23.661231248030857265747223104021680186
1005 214 1 1 1 0.044000000000000000000000000000000000000 22.887721380822159074533162400263917100
1273 454 1 1 1 0.056000000000000000000000000000000000000 22.956801821103764016248062675145006830
1276 67 1 1 1 0.039000000000000000000000000000000000000 22.412461433462527711816058533292961591
1005 332 1 1 0 0.20800000000000000000000000000000000000 22.737910616683658219187635498260945627
1276 373 1 1 0 0.29400000000000000000000000000000000000 23.667091943122066221627043778756994794
1276 947 1 1 1 0.091000000000000000000000000000000000000 23.892931863400380256075044789659899822
1005 344 1 1 0 0.27900000000000000000000000000000000000 22.387964582589648962888751923786567303
1005 382 1 1 0 0.22600000000000000000000000000000000000 22.416003660136396860003726941224729304
1277 1012 1 1 0 0.39000000000000000000000000000000000000 24.393431714479079458676368875274855331
1005 508 0 0 0 0.15600000000000000000000000000000000000 22.961858233881649704083958411423002784
