# m n cond status hhat cS w2 N0_rig
91 50 129913336033845 OK 20.911407695427365922359658760382036940618704847519 19.503776449750848063971768013006677787305172118298 8 3
91 72 274144520547534 OK 11.748005545592238745837184894280634333575260004312 20.035316894969415151023635973395509447735130336459 8 5
91 74 1638788907320565 OK 39.001190175559586304570071983429511019983719237630 20.053109583666466219894797683696647389764313640154 4 3
91 80 118938419830230 OK 2.5433091265953762356338941417804416864334403575088 20.060889694587414970149219888780826690030709205292 12 9
91 86 845672327986395 OK 14.784947014727571277449984143390631688246053146527 19.935710753893952998030289687758513652354387745826 4 4
91 88 275459639092638 OK 11.464861046113716318419185731422526800395202017153 19.808360073750358531681901694447806755626715918929 8 5
92 7 62459934932010 OK 9.9435641747694508962704910192639980412807409819696 19.018086613100453308504365277649587668918123578648 8 5
92 15 342592693168110 OK 9.4226218341057528038719586324348487202016550135822 19.200567428259994963267951398355154485081517156984 4 5
92 25 24213839621790 OK 5.9414391364939868288228578925001214898215294499607 19.199645707742777479975355654890790937678408399925 8 6
92 29 9132831897882 OK 18.937716983933097417713940666625498755384705289746 19.152770727585784949735877904013096165139226337859 8 4
92 31 254208350818254 OK 18.383798240583663387585171374680787319042997482951 19.118986575992627776208758202301308217992187225985 4 4
92 33 7846276494210 OK 20.910547763369265251507346667553102645678987319833 19.074436356434233501986295722979004436178278771672 12 3
92 35 127381272055590 OK 39.502596212237081136057044240037909213570248409759 19.007064562421075137099983595508075598773619632482 4 3
92 37 48183947286090 OK 6.4591986277296913856403587331945784543899996150297 18.857013170544482204459281131884449291469256551199 4 6
92 41 139477265125086 OK 39.106366429554974015985195906572620582756413258989 19.082013793713921771956673497909469233500658521604 4 3
92 43 3913195081110 OK 21.435368455441057605857522107792824539550144564026 19.211343471656358232772739903099055206096284341440 12 3
92 49 86931951314082 OK 36.663082877706973507503333968058429153573090684294 19.487696560524139171532668802426438907462918497407 8 3
92 51 738411288440826 OK 10.891135086524629306720229060500140957887574798777 19.564238496966485618630745013968679319721969853399 4 5
92 71 1776997432597506 OK 11.583780395598680071678067782906620501523801503768 20.058333957006411427327864002525190460301203899638 4 4
92 77 134205210449310 OK 11.850703167186211105763067008278877791665397552430 20.108515407049175119847397099297851931335132269991 8 5
92 79 555667647096198 OK 5.8450117298888355459592619103123137045322229780260 20.111046195985042082543463335170982154417619412817 8 6
92 85 1177571882770710 OK 14.794210385398921857114564685196678309564277433035 20.045308302613954455101606998589515445900037557015 4 4
92 89 595505216419134 OK 16.342307702693967810140633399418375014817079507739 19.849121823042698092793766948544684814993242339818 4 4
93 4 2424177841386 OK 32.671151107862968729854247634200325677818289087614 18.884423522275822346533890924437669595200815443855 6 3
93 8 114152882621610 OK 6.3553643918308636648778763106245681111880977612377 19.096795495794946116572520485356294075063595129121 8 6
93 10 276782402328285 OK 21.243239210204195464695296221268689554706764789068 19.157031547311385587158943001896493133620175985957 4 3
93 16 96141583168554 OK 26.738232260084860323020748206854488757511227387848 19.251118870173127180095042216471520694127245259997 12 3
93 22 416994588466995 OK 10.204121825499513724484762806116689829715261925833 19.262578184847405999556925598941683776744063230067 4 5
93 28 32335817243730 OK 21.463847632979114455926038016766238973014467348418 19.214025022909708849294336298487680745473776726845 8 3
93 32 1288583430330 OK 23.598669055920640208240184435431044979892734970523 19.149117024456000832634944959190208182465267244082 16 3
93 46 25091744850417 OK 9.8970410244517151582370275636023814657100686974946 19.381357311014912418553847888073875912601712215084 4 5
93 52 836691117670590 OK 17.436841010910392836115401612704340574694093244024 19.623598951629928160397843129907519342545279153585 4 4
93 74 1958520854377731 OK 44.088784922969396086193800331612617763479105615440 20.126411765032319040923348013224343894589949588035 4 3
93 82 336052590961395 OK 6.0308120201214632260291890570205734948838310016377 20.146300494970771573846023674536467076821735300055 8 6
93 86 1274243018669229 OK 22.317026492135256986960563715529881003386476713437 20.086623464785017224374168265765601448257062683690 4 3
93 88 10522474441710 OK 38.811999708982978689205713922299537157682827530633 20.017767306838542385473394553065595592430700914261 8 3
94 5 7567507109085 OK 7.4150525733908970650450701806950373856602673092691 18.994740098380000086559399715744404439532076127645 8 5
94 7 218205460160499 OK 17.737662631553750657656763316712069891262224814771 19.097764691109695343946128902947804097567083548727 4 4
94 11 18996530845215 OK 8.2479633163996488296842785387219973020409796851749 19.220727881752827503212727179970998722269045350682 4 5
94 29 372637097945385 OK 4.8935027043840224493392046344997336669278677467602 19.247686782704874736726905492745815845256915647456 4 7
94 33 258652463151621 OK 26.419159823277564955230755021650511458171603243996 19.177769128388758456493242102851577681143714471265 4 3
94 41 12591586474635 OK 24.621380164750342761238009912681462686436640955371 19.091730419277271058246641717149814792022298128744 12 3
94 65 1804030355376795 OK 35.037389944312445741715036023084898463694347675557 20.016548514976746924608263005865199979355501105581 4 3
94 69 400863126259155 OK 10.040045625318323352650505674474058937370094449750 20.092441826786558761702659104965887832724495302196 8 5
94 71 2073932368254285 OK 9.5536143637303810001692110929967657643080765680617 20.123590428934830496124663642292360441631244870588 4 5
94 85 77465816493555 OK 28.915808162116239036423306626566368280467528899334 20.167051745336356012605289488606460491419943613674 8 3
95 4 45979087324170 OK 4.4565728249105507738455383399536577445444134985645 18.962698529409211417748754461644252776644782431191 8 7
95 8 132783497523390 OK 15.815667413968611786157650757884762085086669434964 19.175855653733784429144305537978030771816019320954 8 4
95 12 372949102721370 OK 34.584084657456169747648629194315848135307632628556 19.280766809929522731172523812894554037125919560266 4 3
95 14 15412262513655 OK 36.513907778684041211245058791697277322543838605447 19.312218672416854622342949200721889944275287706233 16 3
95 18 158733520114785 OK 7.2227497152459963501365535357215107534367447660477 19.346078238124080244714942552037415035582811506491 8 6
95 22 23578330821045 OK 7.9393110813352800506203128327659410111853151687465 19.349099046275023494781083199140113373369725589577 8 5
95 26 42464697640365 OK 12.171642605919996198634292712877286862763303195365 19.326430568033250046394194601027303432918005329062 8 4
95 36 57059724080730 OK 20.323952348543488299658867015132734790743701300607 19.141351675816177205118478513956704306284135441588 8 4
95 44 290922416420790 OK 8.2186393196128335570194445028787436023931784036157 19.317367089794560844112943232469319997430341407246 4 5
95 48 145586663452230 OK 4.7833287385121078639837789658358326946649786305487 19.510779290266408268624589253080459503373560771194 12 7
95 56 615070368961230 OK 29.630528009518161054703393211250025293744894157521 19.804813783228543832357328276740688445629052757524 8 3
95 62 1707766436515755 OK 6.8644853594233416300080576284812564081787781146425 19.974203720320816925829970241895528797436526288773 4 6
95 72 377423565465030 OK 42.192845861687657571284401878745395380545515211856 20.169369093939943042392086676077240995416895829852 8 3
95 74 177609710319405 OK 31.767867555477955134100115504986156348492780812221 20.194862467734986595348930558822904189471032961599 8 3
96 5 23038035878130 OK 34.418457019538990237082140349490038082249791641757 19.072327052920861053817800701234895597466105441299 16 3
96 7 31658759090742 OK 19.662974944312597174497305704925061813566981276819 19.175731310108118799452694674023649538044897323644 16 4
96 19 65719647555870 OK 8.3323810699147032359978578078734451986781108298753 19.390826741474188028083820080261475980963012313279 16 5
96 23 67088675881878 OK 11.200537584557158443260077209275645155243178036941 19.388544314400113804305173190172116149224768900689 16 5
96 31 7176757969290 OK 16.510074550406227526143350840775148977234657250933 19.311970568352206528486066107827410768727218277319 16 4
96 35 31376765462910 OK 5.8639354469452187752990808469957782237456674684300 19.229611865565700898731976777839045613173972425210 16 6
96 37 19351546698162 OK 40.191065143217951356133644338722597150431872446420 19.155113599855461291859093056360265441845732435103 16 3
96 43 26398337049042 OK 9.3187699825562183794429021004689741509152777642869 19.267948168515559110569911209108537138953607348990 16 5
96 53 127341828664302 OK 28.591439399353977618524887514525022807466316819875 19.726768580799565089168058837094934600379313728574 16 3
96 59 193747851108210 OK 4.3996344326803999823435457741992123804587187210450 19.918868048904444879654425314938808134862922137004 16 7
96 65 254679372530310 OK 5.8405431878675575160087007741555295014284123154057 20.071074808650550693277832141727260305184974017232 16 6
96 71 8557406887470 OK 19.778245680332244677379034101230294827580584926581 20.185215215473132975615305261309791492858866349462 16 4
96 77 315506562464478 OK 20.233128319799873865882276448385899201770960876139 20.258853070684276526730271635914345293184266611731 16 4
96 79 62389999445970 OK 24.563186851620587587840250574787877675543297331268 20.272867420722170499923431885920648435936980653097 16 3
96 83 288020937213282 OK 12.193594149023894900199676006874924353024704187712 20.280397318803011279263999945036625047661877278962 16 5
97 6 235927649931519 OK 26.296731333922120678725578334379635066082836479468 19.167360967653219860285926185988356546283026840979 4 3
97 20 192565725061710 OK 5.7745579201682807400281825308559583289610399380138 19.433943978572882668413370985688145121726860236223 8 6
97 26 559682670945489 OK 30.006199410261737269045648536401859747893703576620 19.414181267678600072233544462980948801377801976914 4 3
97 34 111617158360407 OK 7.2510034580852475250320655819273066123052887110198 19.304597409794356396048254068072429813533833213476 8 6
97 42 123708955243335 OK 24.302668167126836098773583867143807182796116770320 19.186054135162255738624762589709899280188190637868 4 3
97 44 271385641659594 OK 28.945721583819585526576268790225519633645875142981 19.345986864266257338377705923001064271268081907158 4 3
97 46 430358377590141 OK 27.620299590130947962121996189044714044388020812308 19.457241034963832725482527172673447265837923095296 4 3
97 58 218789441888745 OK 7.0300329374152851830142626081562263329415133264553 19.913207569182039637958632365073316723695597199306 4 6
97 66 2238727365091371 OK 20.964614446267183140561778119829050808036357224436 20.119564447336879013576617005717971597825450505725 4 3
97 72 6705533914170 OK 20.766031022597186615580290555856342850268503790045 20.230701453883590128575174035343295363460466510509 8 4
97 76 2734314664646586 OK 6.4698911488249011756731678528642316609597539166687 20.283060928091842052120574142077333303671175920797 4 6
97 80 676609244754870 OK 32.553837080816217165493629376704009800474552671916 20.315254967590438720378101373013833970674529784530 12 3
97 86 2303114925774201 OK 22.333180065170180376804887684047630591128741804703 20.311336344155649427975370832815627557242980392529 4 3
98 1 2065459177551 OK 6.2382800542176782097316466249382340539879162769690 18.620172599894633454321020512580247982113586058979 8 6
98 13 70856376466785 OK 12.726695203860567155641718759699010429842494224817 19.415790678885882301720721125186146825609211174639 8 4
98 17 3106508726055 OK 12.772653239189856312896451737111939510950304971843 19.461605487166417190149502916199584034913761940925 16 4
98 23 96936561645 OK 4.5193100050998463474901906670034294475231819934595 19.472620121119059957242964178603245442752297199068 8 7
98 37 3607793521185 OK 4.4010134138186597262382737001837241451762358338180 19.271041482522698287618049513201925481660864836272 12 7
98 41 4100678024667 OK 30.171740915793000539231179363745844661004604257217 18.953327992854488896975521863168594648435064585239 8 3
98 45 704145677235 OK 2.8043850346167819161782909694764804508172068455588 19.419785923841756403345710291122960845359329764593 8 9
98 47 73414220055645 OK 24.731897984085648073527056958670198868656998599089 19.523816520526524525333253728935844036211975445391 8 3
98 51 127198629838497 OK 11.578340271801750266404606495052135788095651141003 19.694806092259911025352277208996506323822787615115 8 5
98 53 51879803593485 OK 36.434560122284648051163118614314520673891710304359 19.769990126823544056210154672976503506318867503438 8 3
98 57 214078317840555 OK 6.9333596735042588691034260855943221597856668335350 19.905289976976061246847940097169875036570323934166 8 6
98 61 272145094250127 OK 28.946635705536891057450468007303168608910399744657 20.022625997961350723801389327964672728494573596983 8 3
98 65 326425429084755 OK 25.363704385226260770938421356746060538023008817358 20.123191273793452311533014257918825090752286310686 8 3
98 67 350931082798065 OK 18.074072214606294189285664468213027635081978605049 20.167381483490461238361736208088330753931305593320 8 4
98 69 372966291276663 OK 30.232076234825392163792818128545152432554444469044 20.207544075834359985307302652873604183130304872645 8 3
98 81 15514851337881 OK 27.136270041661788001932961157426297745293732986417 20.357150034259940709427088424696000645772673999465 16 3
98 85 384870089444295 OK 25.847322466773107212748483779490023431188328506020 20.362200276035739416725213878183915245577147926103 8 3
99 10 144362377285665 OK 25.696675159787459200746514635612452500928259265711 19.390903961396263552790992322480472942272159821148 8 3
99 20 225530707578330 OK 18.540152884679641371818427917305160645981836089081 19.514878221872415757040009545177665730537129489970 8 4
99 46 139385897489685 OK 16.635760488572769389149119962593949749289791019031 19.490303751744345759034140842561076204717019973668 8 4
99 50 7693575640905 OK 4.7899369735107573925742393001511900008959507781211 19.674886445596707877389012933928411158473388137492 8 7
99 52 338805795109782 OK 9.4776143514102754726057844639336231740988927050214 19.753768387158952235795815891924341258609548386317 8 5
99 58 79596313057569 OK 10.501561780884493749749017668086934154079755953897 19.958854114815364741291621841325853504187600632588 8 5
99 62 702117376095597 OK 6.8630177625020415127324641094467288525482476194544 20.073329463901461041794551241168798405130460508040 8 6
99 68 897299792248398 OK 45.697058789068066140374703828451597020311841296186 20.214545158417606877903856826364715450031091322890 8 3
99 74 206982441778035 OK 5.0018310315253083609622591178043790489412101993305 20.319951418954704381922819897005350541778032628260 8 7
99 82 1058029849318827 OK 9.6948622215726576487173636944287566275733651333268 20.398564108362123342285098555594220510972668018183 8 5
99 86 969781302995505 OK 6.2802073490054306730530616203989219354987494830532 20.402421237283053747142986814061252231561566134220 8 6
99 98 17132311853349 OK 21.411229355836091935044327227513539225142562588684 19.794339044849288904170777014473346342698372623979 8 3
100 1 3331000233330 OK 7.6746479133161533215997060018598700441898292102527 18.694262940610681774239598372800318667007787855487 8 5
100 11 100795540828290 OK 7.2993749401852976484912210925384608875074608719754 19.453057491057339403875477401486045149217559582914 8 6
100 13 114880277614830 OK 28.950586992449147179355574291114559668406443629742 19.492270853965723744868211618562236527465780501420 8 3
100 27 2256486212190 OK 11.647292678687663615724471312474045417423535858472 19.534532811767498232077909101143506136156490435749 12 5
100 37 21006817042890 OK 23.466500647271419868595753531124249580600232613514 19.377321076582038637416803616862838267656218812563 8 3
100 39 36551629233210 OK 7.7228382641063561831199791641630851325295437542378 19.293875112643983551925196270223174498230743566763 8 5
100 57 324715535031930 OK 27.974277271226854497765295941250539477308623809464 19.949446871916340567998678406199561779541164157346 8 3
100 61 419077017660210 OK 20.088794525959714921354749894465833860050762172040 20.069466738201108483631375863857438516076254077601 8 4
100 63 155004408763890 OK 10.345108900354557939008125054381766472324195152971 20.123281853877594442586090012970880287107801302476 8 5
100 77 691467322768530 OK 25.075608050518074450462682831332359170131262939043 20.389800406222947122487546251125680310983740956595 8 3
100 81 25855771994430 OK 34.419752743773641187001746484928305451079275825020 20.428164095791180765441429037193518673970273697161 16 3
100 83 686541059796270 OK 5.7213651574630129774917963152652860205295117746630 20.439508274690416305350103465605955332748978807065 8 6
53 26 497365494171 OK 48.601689144516928624120579541723665302135693644664 17.114605580937542609402675564253917459651897717892 12 2
54 47 2518684464849 OK 52.387307023163452267748960143614482399475723937252 17.977331446068865667951039237759077082167070735446 12 2
58 51 38838665391099 OK 51.405754204253359325122907415295581035165516429334 18.259116888071982416252434458354233111107158571659 4 2
62 15 16218424965435 OK 52.874456728576409078657333796142111208898202374133 17.638800302737819839617484463894798752057508148059 4 2
67 28 1218016163910 OK 48.125339386868334534121676023610952747236843426627 17.412160481648356327337368123603190798555993243634 4 2
70 31 14188548668385 OK 50.320941250930644033081776956001820205758706046066 17.968344396261828662190390989400102182387168857810 4 2
71 28 3263121277878 OK 46.112642085283273484413022404355491815943755735908 17.895220380506517364919740426797537244782153284291 8 2
71 36 19315972587030 OK 45.702382260274776154211761471536231429713123759605 18.353194148899058934308999577091037268496152027912 8 2
73 54 29770002030489 OK 47.215319549285227244169808907136431962924056371983 19.089876535630327563911842298477794557576225175578 12 2
76 13 25421639466678 OK 49.235471453418746292270640083804907081899704002296 18.442927034989793313336645669336371650792442293685 8 2
76 35 45945815911170 OK 54.17168561304843508 18.410380263172355216 4 2
77 10 70928273334765 OK 48.021199516053830025852706021059099154369329265052 18.446594963069694244679177974333991860079331182472 4 2
79 10 85422016184295 OK 52.446551295355859015598944202471517329979932387279 18.543521228567332784181903728627448254634186894003 4 2
79 60 518857145659230 OK 51.931140383510959476225494804722343263463572675959 19.433759259642363616544028538404564294760184625805 4 2
83 66 788267783669289 OK 54.740209743117945751502688103599582399234295094117 19.670911693622705131545283047106163897536967157877 4 2
83 68 781648702765770 OK 55.668515543669459706980504732320535637487865783888 19.688824471638469619470738160082481886302516819662 4 2
83 74 215375190740367 OK 54.221570333509188753706213381357530262924274315930 19.683662646665086546959742338073252452840128864225 8 2
88 51 312285729474642 OK 56.172910090893185507743558079000769560989456740998 19.468298494403537874544101983234436339371605182335 8 2
89 14 51462473757135 OK 46.801830498488281011722179036195551579630485385109 19.062449881555522390884919595221147429553021733252 8 2
89 18 96245084272407 OK 58.886336570369413842507670741754720286362831668926 19.088989685967807343469184758032882386388939918936 8 2
90 47 153117351503445 OK 50.014404558494653303031426802777765166189350693190 19.361086308600238204328645438751860611584167271081 8 2
91 38 12843550789251 OK 45.089373677339513039672745026449898324343939356711 18.620879513595939659933072005991187466807430131791 4 2
91 82 426589453566003 OK 52.519046664393191255958241368402778765865779518745 20.041441737671067167533578522576359715644395271744 8 2
92 21 383155533241194 OK 41.829967136455678762356045179762519042316067863094 19.221488342430659551044700071463941688998789490532 4 3
92 83 92506714089510 OK 50.62877866358114055 20.083793965763404580 8 2
93 56 560595209494362 OK 48.270178444972360248898214854667605266275628116000 19.756953411323618051437564894932662240717731847266 8 2
94 1 32398195975845 OK 52.293092937728532242293236610689629575001665807976 18.467342539212109969630480964586404998670257975036 4 2
94 51 792915437538105 OK 55.49167629238555184 19.609450588789069646 4 2
94 91 694022287441665 OK 50.271850559985082939132129031764767099288076376802 19.929309926527592814539259453658058100769205714839 4 2
95 78 2298955333506195 OK 49.664686816191843764427458401710015072090786393044 20.229975483160044560534857622250287171534418683916 4 2
97 10 374254682041065 OK 48.922693945160400009509689637975691527806087289959 19.314624179620550457014765638133667401001548662051 4 2
99 2 30980122081293 OK 54.114735316058039625080623065253908380117548291050 18.887433149579729198738509692175506906996025956944 8 2
100 71 29684174089710 OK 49.376620633097265351117648289611654582700535399917 20.299245726568781393120624987277801123875383204376 8 2
