# m n cond status hhat cS w2 N0_rig
52 7 1050021933870 OK 9.2408552466847791569518641448723399352892900780270 16.883979411973117758707118039857041964382036107309 8 5
52 9 1228389127602 OK 29.708969219451016212464723149732164187857987225443 16.926435093352378873867426928307669632941468641326 8 3
52 11 1320654973638 OK 23.203322308709611094836405387506658837531502238116 16.940572842497576961439983078722965737613385926186 8 3
52 17 2888893619430 OK 4.9844244573205391492608481540081626316717306917760 16.853429202065308688018708626070093016161960804806 4 6
52 21 434081640174 OK 7.5595091208629362273847505025149263706130180529382 16.551888659854574856079603517893352663010120450243 4 5
52 23 257798975070 OK 22.105582086206384407807777634211995056345415907670 16.775143132625059060569194225383185836268958121801 8 3
52 27 17536343370 OK 25.797050453979937439617689530706145542680500409718 17.155399813173935443954654953165092459592980215465 12 3
52 29 292671586662 OK 11.093407134980129381621077984103391158262498501659 17.293335296559792385102027350031816667645259756430 16 4
52 35 14888449176510 OK 9.6971035664734850563258345751000873226242264480377 17.610044275533444754065858645993837081090871219775 4 5
52 43 6139286050170 OK 7.4743085517387702934481893994549262778764537890273 17.822439265774291363161784027931562401677306873290 8 5
52 45 5677886276790 OK 17.378454572133431590752475420580804366674426664133 17.827801345805332952624757421367163499109176191385 8 4
53 2 1163018336865 OK 10.897688028563732703323097532355045020601131480002 16.593004637743293453056080699966267225169418639242 4 4
53 4 322325661462 OK 26.563737419009110634730529586848552743992709593280 16.809708116113794557052299847037426999328408877074 8 3
53 8 661076177790 OK 5.7644840857414974413233358282634812183884358274134 16.982156563910128936968549523638139434177409649002 8 6
53 10 1487237807895 OK 13.348935781120187554183913996484235124252999968647 17.011406722629741071102296047837486792947489696058 8 4
53 12 4647729720270 OK 15.144161503197850718268866755211510108287523387965 17.015845527394189583163433560480964649828935676254 4 4
53 14 4484078688999 OK 26.459122175822090718404298136266558194549379265269 16.999306005305014840723503001039044197129681419689 4 3
53 16 985426490874 OK 12.794895652354743073524266955863194558528343663128 16.963835981158971429859845198783046588046874533062 12 4
53 18 1001522092515 OK 4.3240675871437383917800864695792068891067505330452 16.908236109097539117934582730336873493428649381279 8 7
53 22 8837425905 OK 13.975617500534814226064582393033686183275838587592 16.231569140658997274382392598567217223384222066932 8 4
53 24 1054949020818 OK 8.1736991749130275565186501368869770601859829451054 16.923517740063874985887606525768324237059951520030 8 5
53 30 9816373140945 OK 24.846639146678506643375087035468044658784886124968 17.397110742248275105558283382928974613789891672764 4 3
53 36 11555395278 OK 13.696951228261771581932809034201077425340032078679 17.699432835018696999715861822911925888540062370435 8 4
53 40 10582905417630 OK 6.2853622432210110026569342474742943696482226258065 17.830762140356695223685185241028947683733922109385 8 6
53 42 21782580380715 OK 19.884629844700201978097644126045776468301358456409 17.874216905815478724846377794129171300424197785095 4 3
53 48 4116358344210 OK 12.993181096242645084833551476081745678799155834774 17.873075707111123384858280547222962369316017501408 12 4
53 50 2292331188315 OK 3.7606831538050418065919305803210688982903944136365 17.780058014942551539709378547593687579348519636471 8 7
53 52 4394397208110 OK 43.405908248911944506584915651015760880938883322877 17.486896844490229459172552460008630744516633467486 4 2
54 7 460472347671 OK 28.339639558756835823973702917603774036778533274844 17.026906709856190774522394807800854307946634356648 12 3
54 11 590366812035 OK 9.4544674164964334383919388253011671872976437776759 17.090651874014420348881035249693471140223716145200 12 5
54 13 597244298469 OK 8.8182565746298152412892942496629918958208274658553 17.086660054746101419493332079865394793970033085277 12 5
54 19 337483043835 OK 8.9497272946103306466447939825662680304371938121537 16.958836916834710441110294382000099598492346743947 12 5
54 23 77820026361 OK 31.071405204974477813903787369721932923913026373830 16.753315016933414679056734280134993860454011569771 12 3
54 35 2029261713045 OK 23.947917150337867973463018722395799732466735286574 17.703919459178861897394015784459977605589419747977 12 3
54 37 2331025133619 OK 5.4774932550045452731770345629169633955456152496312 17.786560957008884963765156965228314096520014161406 12 6
54 41 2746739981895 OK 7.0958584027264462019917911984472614726747502462474 17.911596950934535299453688458670053751942066108740 12 5
54 53 11371880499 OK 10.577654536661285062252407126550523170935114316047 17.556092485949277849083666419146285150805632623003 12 5
55 2 1508361902355 OK 25.956186400027288481999093815117676155871368356240 16.729162542964706080102977366581802442517692723881 4 3
55 24 785540431830 OK 12.699296341895992416611762288471313619906252554676 16.949670201635587810412899229820405565942511171811 8 4
55 28 855943881870 OK 16.559402123119608254308784758048062127381351777314 17.340034162646255573664702927607576485117210793598 12 4
55 34 18339189569085 OK 8.9659186888637122364846038307464368404251882114530 17.700621334199181476796649022903484752654391106322 4 5
55 46 9497022486105 OK 5.4501660688763997568621762882450310478818137740136 18.050508324966149706901240649378044045632605987435 8 6
55 52 14971428241770 OK 8.3731158276594223711617156035498615190482918635926 17.919965278189713839702426255392994132993401345536 4 5
56 5 2039355292170 OK 19.347462624217665637194894457792451204297957284753 17.078281237917818182109572126402719117119375635478 8 3
56 9 1067149265910 OK 5.0315104710803195695096419290557920324951246595041 17.212666335205837107926970849148075218509975502005 8 6
56 13 3608862521082 OK 18.431898775924517284262373025822979278940928063451 17.234856249092301271564622109912461069133349713922 8 4
56 15 3454831302510 OK 5.6397817928494679233122892872538402272597764483740 17.216881134522919806522137090250001211206144518566 8 6
56 19 468317938830 OK 18.022119526812870691106540962822942441823389672365 17.129086079162745132211442205141465941320118179912 8 4
56 27 338758614138 OK 18.685175731075314787193194921121534186337467242729 17.297163697501424001516435867659129131695629846175 12 4
56 29 546895050870 OK 10.540738771151462903318408785832951979824460989633 17.446542878898168490839727613103632670523515063717 12 5
56 33 8956107342798 OK 17.478679843626445725382216087796993140897290331134 17.690147993773606313002178191280764042812577888210 8 4
56 37 12860458441782 OK 17.651889129673283450288793390748288277652731413466 17.878920798065792395792391719889733304813223087577 8 4
56 43 5562228317646 OK 3.5129480779432668187739799581456077220070317309217 18.067942066350719835621201391461265718370344627235 8 8
56 51 12353831250810 OK 22.721703948793999737576435777303436182976581281946 18.085567663680864715875107357909384697597417317816 8 3
56 55 3242157356130 OK 9.0672186373790827196304799207574248742314470361464 17.690684773477714979618211525197622394067256902533 8 5
57 14 8251231992171 OK 25.600420954654823463735455184329172074447817211129 17.300923644296381986618533885695344309463788167195 4 3
57 16 1921333369746 OK 6.4833852608737042839554925641197274705483674914476 17.277062037367915638122763363045971549191730942414 12 6
57 20 4739278935930 OK 16.965458529278871302037834348394017538922439268195 17.177192163108302034674007213913397057446156894650 4 4
57 22 2349381643455 OK 12.016012199791241258328008697461024484586405771558 17.067228474095161193539885454534817392120280655195 4 4
57 28 8089848797730 OK 18.969265649193583180129631046757957163941706185602 17.408527644916188656209376931761207683781112855391 4 3
57 34 21584695555059 OK 5.4912336408168823565528027768161041199034078624211 17.782338472907076978816337481203917937076841104680 4 6
57 50 6815723771535 OK 48.897351161639829824737304503726172118542635395242 18.190690446567312675088637165499326994880221676976 8 2
57 52 28143278782710 OK 19.593171853189507034230909186788063159700233366704 18.153736681710850572550807239224210352716926082741 4 3
58 3 141309409395 OK 5.9874085403213084238229775937516838315020053826946 17.054524505109780542300943983648084442390899616089 4 6
58 5 1744978701585 OK 4.1613354624667470115450832157997845702633917778034 17.208779118382545780809554142228132609444980912905 8 7
58 7 6951441769545 OK 8.6526148358155633373098366024658902597027368766014 17.296619405899941223784609219227120907062152992596 4 5
58 9 395305706859 OK 16.633715062155674345388492590458967122317372082942 17.347456373212768343393911377422199868171629000008 8 4
58 11 9195690229341 OK 10.377250761246775179753776577219893503507071457817 17.372416946179667644324067701536730178290519561508 4 4
58 13 3185525011305 OK 5.2084068491195596170434361926514355952651434861815 17.376805329444388191601585900319987001564330007532 8 6
58 19 6884006758629 OK 5.5234169384718290222518483965197485650203213162354 17.289186178166676846818435390766897298106515007370 4 6
58 21 4645781992131 OK 26.592437849526672753190287797715523917493804746198 17.220634644673732283212913114144228268415982913928 4 3
58 27 657061789755 OK 5.6449969544760702573224633802323474549049068202781 17.356197205339770819148811371877486174998702178097 12 6
58 31 1717869854631 OK 15.046902459841249562169197533660572874046075955104 17.649143298031386346026083733969609820691296676361 12 4
58 33 4127035077165 OK 7.3314636265859505454029646038147169108813393356711 17.767207036437599829501865651411073537116051305937 8 5
58 35 25853885912715 OK 31.012411544787654801538265383203799515472746043522 17.872046509124270585113266606570690269675722607167 4 3
58 41 13198534173363 OK 5.7926658600763024698779205772878206983770734664519 18.114668738735145471611983007009237041751774662012 8 6
58 43 42667541899395 OK 9.7932324019772917014630999366301442357430916689629 18.172301994077326411644996732655648441645656102850 4 5
58 49 120285098493 OK 14.543697259459323180760036759307139476485068670906 18.265035434499916186341614247513585639849006163393 8 4
58 53 31980178932765 OK 28.485467131828915116684139576784206004133696500063 18.220656747551500028931963999112739680956470226958 4 3
59 2 2468656603119 OK 19.587773763430444570091146615643496569699341539669 16.987157049553531836741113085836486111195559070925 4 3
59 4 1605965173890 OK 4.8911810012856920047925565400473865688416072077171 17.206646261814065118383405381024992757207405252632 8 6
59 10 1430372861085 OK 5.9551605138712852543098905224833196609500167816354 17.428959043236778309545134418197149533248805656701 8 6
59 12 1540836677982 OK 25.954284456062266492611901191320810148275622066672 17.444809842203683427256273262124099879664176030608 4 3
59 14 3645973290435 OK 13.325479807214222717416161921278932839055978805990 17.442093818133862792133145465639230578368299260742 8 4
59 16 520294124910 OK 4.7385594352067449849031561807565093393278016633985 17.423077859392835279742483328480420532671666101748 12 7
59 22 161568564927 OK 17.344281912508468288205634136913503078607750307741 17.257663690065402685406708390548662728237830500221 16 4
59 24 430682384370 OK 35.545882811190656010144772733798403373972804823685 17.005201376464189009721596032294685100545133966342 8 3
59 26 3323104349565 OK 10.943084024763554374435556841299144319838320877103 17.267512387811979125145543442844461140063817208475 4 4
59 28 8114715751254 OK 24.699433606766545442018533593404721073431371889691 17.470243002429592783247369818722386273530279735917 4 3
59 36 10265201593710 OK 34.193967578180501494359504659060111358495388101617 17.959408828144222260161395838509036194547708645689 8 3
59 38 36437184456099 OK 25.801157747189081325817410458771057986691193963712 18.048212262582730847608471202261017584634711315626 4 3
59 44 49272600828990 OK 9.8928989176038866091304036367183654222450380364536 18.247148938759664600897108538416576236011702871279 4 5
59 46 51123542055495 OK 10.788968547874872453074498284018135698099073094243 18.290281857348500965773919640756291938590276305889 4 4
59 54 4028517315795 OK 32.412052681805786108701813512612214473688359288489 18.286372965634915151857529722864000493956950427102 12 3
59 56 12409485715830 OK 14.684213478072098860859725167638223972990631621245 18.184696448836767217637157716407119917468465030549 8 4
60 7 8876932585710 OK 10.421209531047868825246398376861718593672264393648 17.424199276216631541016983726251038650686119483165 4 4
60 13 12495299852490 OK 9.7701891800533291963634727341728087827538430500924 17.513036465712701047727659622056713344600785445470 4 5
60 17 11484440931810 OK 10.972326606126914188109564770681997043838682922508 17.479796326249324525211211317491613624111006099181 4 4
60 41 48443853860430 OK 10.253106431940249125441532230884283891375281053012 18.204186304488033838215066163622026937172286243343 4 5
60 49 8343514620210 OK 23.194256937966316125249812360981800375499841902261 18.389279459929925513824607645962794745715055349289 8 3
60 59 10555140900570 OK 11.828008837964878657255469846753618166660678412264 17.945895334880962369927282711865907722857380840902 4 4
61 2 1039706519187 OK 18.402603254848865685708169762464081832203389940010 17.109638217097979691390859976735969904623092047553 8 4
61 6 8795882681355 OK 29.778820258295420247723952204618459011377782002262 17.446856865216010019599268073635559729742040142427 4 3
61 12 28058201598 OK 19.658167479422236125673973292299980473900266818835 17.576596476573584126121259772111622587090837285614 8 3
61 14 2862349453635 OK 11.566748705516366644276190195646724929880888675602 17.577569044413742338680351801326439656837634917458 8 4
61 18 4175749745643 OK 7.2758427941366752286129301338445224997951830337662 17.533931130775279933093600030694346649584489114409 8 5
61 20 380810338230 OK 5.1010212536819851895724964045113489521762602151862 17.490463866012891408120606812750562442906402560654 16 6
61 34 448665977865 OK 5.7883574789695213695676432851713455393387368344377 17.930798439400896985690122489316873280450522920026 12 6
61 36 2380238512890 OK 6.0396479829739764408857282845379516764613370788697 18.034873179591981883070220934208521046418821325748 8 6
61 48 16743631920834 OK 22.472885970898338569905071961937098262653519728679 18.431161304532446117410630748503192838554762700278 12 3
61 50 13301993407395 OK 11.237305356551879978111710136671352417650240820914 18.457185217782092358967709133684089730941946699426 8 4
61 52 21082513917738 OK 9.1028814394361502133188120886607137700803435603629 18.467556816268158087703575693560296734507848580506 8 5
61 54 6298264114485 OK 26.844368596392733638790944905465946573097920446386 18.457000949494926043580442782315427408672033836497 12 3
61 58 31540227597291 OK 44.570658964498463220073398286298109599859151536014 18.310214929737692656468191002581224103473048785920 4 2
61 60 1078318988670 OK 8.5581704076732649401441937830037924773344305053507 18.007015578906746182324577446593539321312490685967 8 5
62 3 5196049986855 OK 33.256448032457363860460959626652553817959462247741 17.300178967469127970447284630899361088039795906527 4 3
62 7 11239827652515 OK 6.3163848311113885726836441110565894976224807433764 17.547385949395382757537469097598114942329815620893 4 6
62 9 4519620046767 OK 10.390650596998891629082359554233278083042426251385 17.602462424009817501875770231338788462247971154352 8 5
62 11 15234811803519 OK 9.2007510604194027011601510170123163087405515032253 17.632884221949505953671900307851710148286474809909 4 5
62 13 461533132515 OK 14.479895561096455744118820550932537231749553830641 17.644013275089193674057010922751157657083447293927 8 4
62 17 5117337472695 OK 10.631783391496866189886525716744878047047766752960 17.619041726335070677812633372587028452727764832885 8 5
62 19 71428142499 OK 13.482285044128467102219795699334002016392396078280 17.585646610930121708011855446396395399220338965789 16 4
62 21 10632792751329 OK 17.691577697288222722196574751735314500790914738871 17.537255219213172543344040784755985727222199422401 4 4
62 35 3781380967665 OK 41.425124972084845389494338369735161952137381302692 18.019509916832932446579202129372085417412712364823 12 3
62 45 3362513004795 OK 35.466435028102186748502385391590580740065889168611 18.414504833318663036259926133492284417133658227398 8 3
62 47 74544501148005 OK 36.681521289506501241747167246384702989892580423881 18.462624020171738335305098357647945144671303912224 4 3
62 49 10908083405037 OK 15.138632516557114879951915385719118229322779900068 18.499571197484032998101081180822270733865063672143 8 4
62 51 75557212525641 OK 13.276372041172883463755261842497549448735986389023 18.523834474215439052528891989297229981048136503044 4 4
62 53 3410723851395 OK 6.1769312974377959667851496308921716983899488253442 18.532624460029398551279691660603528657460040657879 8 6
62 55 21337678497135 OK 4.9864167687647275081061891347456722397833958228918 18.520642711382736838516168802420155352291102896876 8 6
62 57 52150436497635 OK 13.276490506530742761613127825301362465263935222438 18.476714453243403111079359451662630946908582977933 4 4
62 61 13304079331431 OK 9.9533269099880097697232651259396644658739051548024 18.067133559532375106137509831287739280481021184766 4 5
63 2 1303740139065 OK 5.8412351086119130655583483270292282180465663055236 17.228152431650883931791283168088684487061981348358 8 6
63 8 8077328490 OK 4.0540633552875126535122258893316242050312825327764 17.638974550397771465265798657261635882337679256295 8 7
63 10 5436192248445 OK 12.146292645735649795822141542778936439034320639123 17.681876220833560005336589658081556339997878591774 8 4
63 16 1516124633898 OK 9.5654614339345747499258944343711158086557295702465 17.697061295798908942635591472452711511790099978035 12 5
63 20 4787263195890 OK 21.488772046114456360419012164953836642747173299922 17.635034400488181397634400799638073217435419389772 8 3
63 40 9845048008110 OK 11.713740641997497633027750278549872460006815642963 18.287766300899313053633262094915446877706047309213 8 4
63 46 26993176104993 OK 26.415194878914399392454444977521651491737392855144 18.485616720894640053209648798742786728740664520807 8 3
64 1 45734709930 OK 5.2856492317552611965585578930122141720663934337052 17.057396255330937102646838018175287383363371425859 20 6
64 7 882470616594 OK 14.843202647841412138184875589738919240134354008922 17.666478020512921969347897378460464690222358838368 20 4
64 9 356366284890 OK 7.9628598565791621742658713080029572931335387004595 17.723371969517602979141238157950218838381395048477 20 5
64 17 46781160762 OK 3.0952739964889980894588382785839462436361825441792 17.752632737090398491664448047303985238968124319706 20 8
64 19 380164283310 OK 13.902953988503666316565229387387903566898659137347 17.723980920820685836682600381360079676472956266141 20 4
64 21 941581370310 OK 29.760044591126719896501376789066616618793971667428 17.682095572541890332642406346793191910768773127125 20 3
64 25 62750161110 OK 17.733483907110160904503714865018237833458046766089 17.504987372418122485263029068569397646189954514069 20 4
64 27 12267603894 OK 10.096656093556919910917869765922169728135471020620 17.356088744213479338756124253299406847172325886232 20 5
64 37 48025255782 OK 4.9494410740435275895898135788370591868537933293233 18.190054373409203070099991402345293925925372153431 20 7
64 39 734686764630 OK 4.6088062489518903506202316648840951127238790234751 18.282571391121403249777360499788912157208803890004 20 7
64 41 4299088520370 OK 7.1722872002061472312210300652871841691919727863332 18.365096980024756397167194549998501950842192219114 20 6
64 49 865313477070 OK 11.042559781579825877651650402625483743455080094774 18.599321792752483751232139086642362901888589444320 20 5
64 55 1901239731930 OK 4.1169602012586219454292114222839921833074098794964 18.659358812892183952477243743423733661174791771877 20 7
65 2 1623256835655 OK 19.549901021793002334537080360983367691454245441545 17.342949058056543244365405069324197859825462212666 8 3
65 4 9545534404770 OK 9.2157742541509292477597909580204831091690609404448 17.564483841004685301250409925116930302044888527548 4 5
65 6 13836969055455 OK 7.9654512642292106489371027402937444545530688936251 17.683658498216557134207461143983521998313722203601 4 5
65 16 31194511530 OK 4.7520810418780694604302909484442816499818480490959 17.826025322588393099561952638207688640696839495649 16 7
65 22 15555335811015 OK 8.4805753544138544323413374448231189728824686352078 17.726711738257127021593622794715107798495021513743 4 5
65 24 221559726570 OK 5.2731087731524785248935840640769651034007484002370 17.656519649728210733455981282875144528018094582524 8 6
65 34 11437130890185 OK 5.5154571943008600684144342253160125633911566824938 18.062636802963861527067009872276882634975971449007 8 6
65 38 6361384286985 OK 11.398588799204120921999954390296158094098611968509 18.272132512362533489596063609507165018436827432073 12 4
65 48 26406968889210 OK 6.7156897410483189368125194910538570396986599682718 18.623663680105419878762276696637983463378988131500 12 6
65 56 1555928744370 OK 7.1822357746037026555357855742359627451193488512093 18.721103729209174789599458227504696892948413471194 8 6
65 58 91066141162815 OK 16.901695851181261950691999638568745837630740095243 18.705158009704313105797935008941063236179604011288 4 4
65 62 49762087896885 OK 13.959370207268345994568523845112365425621348854873 18.549040253007597617698833013327710542086403755913 4 4
65 64 1160580578430 OK 17.641656713758119659969592022346056264064431794497 18.241789760743327682144648451769773586854476773722 20 4
66 7 17606521827741 OK 18.219791611972331423719462391659552405827741216733 17.781744135359438193470468195962320625271647150755 4 4
66 13 26200270895799 OK 10.782070895146073363398346112824471658835153413987 17.891791116126257188688742465227793277249974481955 4 4
66 29 7731346413945 OK 10.415710933105333682097803427793666957863601119777 17.705474561692762572361840407749603707055015132594 4 4
66 31 18124082214315 OK 30.572978425066830055010994751909650847336496946465 17.894579937658838490235659093430173292607185082855 4 3
66 35 41736640301895 OK 21.482161742260717058504978603722295165723366402036 18.150696760585475282551172189667442937112092236638 4 3
66 37 54456299962449 OK 10.036817023369725865040449345050057143628956881559 18.256699063840503861947543193941503145943277962474 4 5
66 41 16021892708745 OK 19.977516227268775240793489699624195814309496283609 18.438069999557886231778244981480176317710004095574 8 3
66 43 13178727551913 OK 18.287393667124544131234282446854520752680290157944 18.514665853399237295809256482213187651973941203926 4 4
66 61 82359860189145 OK 7.7943076402388339158466969532122428381556559289328 18.716001483904869872835081577146408472111283381336 4 5
67 6 17169616423029 OK 7.1561395040598292275079043766133292327330421773497 17.796476988447490437049629895932022393791797521351 4 5
67 12 28459450725090 OK 12.391038040465440791641780072165431318571421934471 17.944143503136494553466865147722333631321378680962 4 4
67 26 7973063160699 OK 20.062539486966336090056657155150978520948771620881 17.702926570819067853957233843616255843023580322173 4 3
67 40 4383831814530 OK 13.572493238367817607107360220475918136634248231378 18.430437494472868976123293289569960766984699030021 12 4
67 56 69140578135398 OK 12.184759444017635380912735417720596862324967922993 18.839771186934414223328437794759004264895854666053 8 4
67 58 101387498415 OK 4.0928577346577312607258074379289009388937068543918 18.841529726236718676852963751218463218431376658320 12 7
67 62 91910180968935 OK 10.001178574761120741468303519136565723186468494158 18.773453789372888805351972729802016762069816511194 4 5
67 66 22995328732761 OK 4.4292503537439755832808993050091407711702730696194 18.353769617131052585190593200665342011828752430822 4 7
68 1 3356406742206 OK 21.568848217251563068275902306988953525732474952971 17.279779505725531103455742944347919946688207859911 4 3
68 5 5391604184610 OK 25.456320964279286883136531197219864012345203307232 17.798856335228029393616947973688242480839080444697 8 3
68 7 4360696384170 OK 8.2504445261125396182978525372877376854387780052016 17.893426918693095683593385097017183501893554128478 8 5
68 11 30379864969146 OK 13.733322773358907464035621035212197792525456706149 17.990275272217863037837150341784383342768547912264 4 4
68 13 174211026990 OK 4.4851105504265839998315952188999902156334067912745 18.009275802981356208513594348253873869788543502719 16 7
68 15 34077717947490 OK 33.582035138549951678530976838287755097582406623694 18.013465196601621923489535478871501020267491617179 4 3
68 19 4522731799782 OK 4.2522069517851323198534319949195770765622013921453 17.984050645728831187374427706169346811248591554865 8 7
68 21 27897672036486 OK 12.317520801287264303171884695720209346968306036505 17.952137976705793524742079949585645080361680762096 4 4
68 23 7455615342630 OK 8.9017189939821592828322457399292571170407633035233 17.907597991962907072060598604065983077564749929515 8 5
68 25 430429605690 OK 28.678543868681239893839990020634061380556675883469 17.841669993944259700417478065183420173412277565805 8 3
68 27 670403434890 OK 10.403310870970379986019328788561779481722646562752 17.701117098250167514429241187415183118718032417974 12 5
68 31 5607283401258 OK 6.5750607671473221913836348956810394210183784169973 17.938856658433429187610728565462451998076586140127 8 6
68 43 21501130845390 OK 40.084211804143068091369393316970941896880045522241 18.586699541878643788778009143200918026253798477042 8 3
68 45 40692011478510 OK 6.0647955992453822548469227292983494032163120094645 18.657943757483473490334487699232726152774956165500 8 6
68 53 14468386725870 OK 6.5279548126513981636732660153384715392298776334873 18.857892126983777257472430432357934051576879157802 8 6
68 57 6203844872610 OK 12.308666486202266377008371618062116691038395189787 18.899772301737198549271899199030041314477503484508 12 4
68 59 48209729372322 OK 23.352453066362052238715100525806997759311479409338 18.900277701851906044636742021779470195870044531095 8 3
68 67 2836462600230 OK 32.073769674239721357520049153775209304090345734533 18.408502543986116041851126825593808473197012887960 12 3
69 8 13510136260698 OK 9.2268877720592380019052967703684758539193829293844 17.981747540034273160345410817980133059145735015598 8 5
69 16 1369473030870 OK 3.8695992818902504777249441045648051811752027393891 18.069941238193802096074581687668208925263880483264 12 7
69 20 4900827936270 OK 11.208846344836604514597410091154204264121445060972 18.032413986116914572652591139233525962340552656499 8 4
69 28 3403945630806 OK 8.4566671419675042449666033875910722989624979018684 17.650955570108642216377137905211882355287753202101 4 5
69 32 2854890141222 OK 39.119453852654216780786371352527312718348991731248 18.041566254792651365454666779959495759126466328608 16 3
69 38 71738844122589 OK 18.786530653315111980790507279340710077612865687222 18.401148091415282675655180339684101272325332851563 4 4
69 40 44665405762110 OK 7.0650014883164490482156092309646601209200028817415 18.495889378685345175338587708909048953613182350554 8 6
69 44 24776850397530 OK 6.6864189055745943858205855445221655681749839088007 18.658631801763875560539337000732096135939590567355 8 6
69 52 15855940606506 OK 6.8985604271146636975216169341198897305368839080599 18.884527016722809924473198632079247216541188260470 8 6
69 58 173628836190579 OK 32.989644419466649125343188593307703817193528614256 18.958793912240123370209917357121527687782216347921 4 3
69 62 141939793013361 OK 45.978462269619732061240659845595278161727692068348 18.937492029072110969966087929111401737031256666486 4 2
70 23 30743336730855 OK 5.2724447335790682051134927428079130430288991827772 18.039835240397947492108074616012159222079225031136 4 6
70 27 1361532460155 OK 27.598094050111724643238344929425031429566768524692 17.890244592095203341835599676976339068965578637190 12 3
70 41 6137003043255 OK 8.2111397934545690742437762309010308760143097415127 18.571916466044024556346284928800323770322504491855 4 5
70 47 53201376554235 OK 12.746611500194829855054717387981442044430971897259 18.795461823871474502213630020276393711259573208856 8 4
70 51 17046906349935 OK 11.529287492072271612189319313677221387879187065486 18.904487463481113274626371500839967815773699104038 8 4
70 67 84636119582805 OK 26.456685980768080120286549421031608569937798466092 18.827212905514638233137531616023897116076761480081 4 3
71 6 25931094053865 OK 15.480915626758392665343046948514270774745199075990 18.012070028180073119214704122274220864758334086368 4 4
71 8 5531379214074 OK 8.8036515146918265710361694550182709471819726076978 18.089071804261070404304243529898991556653146980725 8 5
71 12 43969178791146 OK 15.887601601180746538991568349657491608483644643917 18.169157170419442201113947529637548731134320107414 4 4
71 14 47008006182165 OK 16.232734616288567410302530079225982669006771355271 18.183951951473171832646116306302075041120054979989 4 4
71 26 7282041040365 OK 24.402995442984882166821383205368628859560904008939 18.018489712186596450936761956601479964143333830555 8 3
71 32 2573506611858 OK 13.471037935224020551083828574545985428368238320347 18.079654860965913833003771591106722254263477905131 16 4
71 34 38528109541005 OK 41.006267787721065421296880297306497958025357718693 18.231301859866593264565454064614845593066007329381 4 3
71 40 49892994528090 OK 34.083970672149343664162629421386798389383536026354 18.557964480382730020907239403712707177174587304693 8 3
71 46 1551751905795 OK 17.033218901801037498306115038343619774250187901956 18.798073506743499655271427953289765319318338571929 8 4
71 48 45433676307894 OK 5.5108017451357290228125566856361674341023904460932 18.862208590755875537873638406910549695491708366762 12 6
71 58 224508168147081 OK 24.921178975064783728164252508640826760543392041992 19.062765028910479861492600578414134306968220530170 4 3
71 60 216430487004270 OK 33.532597452202227272939466061026541022121702907643 19.074024569061076757046627128607418054571035692087 4 3
71 64 1218127900290 OK 6.7854476742136973211793563711238578620343651195840 19.048334905647019077356460686013093578114732282230 20 6
71 70 34612333381815 OK 10.628663426169412335707894110586716986065215820447 18.567963190793254431764994206758302037994811311755 4 5
72 7 5467700562870 OK 6.3995737540102485432829204519920540875239282290616 18.106902162995445402531305477540873851676172657421 8 6
72 11 64935921666 OK 5.2841750755794349241230419130027628327465769891894 18.209737936260825450620843027819470080924235438444 8 6
72 13 8467203623970 OK 5.0747132959080046180876827290860910597610649689124 18.232879905907962588528217054315529194489197481507 8 6
72 19 8673790087326 OK 11.969422376505388483986776228358160104014266505358 18.224984358727821358922429246934748316194792867403 8 4
72 23 981909725370 OK 3.8103665535417561505140364774692976355503624561978 18.166335126519417334535990949896388182938696094945 8 7
72 29 1075088377986 OK 11.117053887689145138530737875250051208345872833700 17.868656327500216119030728378938915828327004253402 8 4
72 31 1644450820026 OK 5.1184272662057951700614838487455016758521309325103 17.966802337371380857606748774168421912542089032560 8 6
72 35 8087694577410 OK 23.940116517270807393464277898789244647276514638123 18.320409758938766185812352851203344195862317965373 8 3
72 41 56744585562 OK 6.8691533521454415036630978075736634270807216357467 18.633643129076955301647683671020049488438680283339 8 6
72 43 23419733554770 OK 26.714757315123295671360486641006160452046195275032 18.718937760148120142705999450398002531813066340870 8 3
72 49 446738791422 OK 12.241127262842779830627425059728462282061239486398 18.927685338525083879818603679511820403485690636392 8 4
72 55 41369655333930 OK 4.9634715036723741173536162316858621118957468259507 19.068280585186748389843366535616389345833863097022 8 7
72 59 41767368731634 OK 15.298741204925373248519470133854414682019799107719 19.120223255100232942154490450311395893984783476820 8 4
72 71 6366523549386 OK 8.7267175883996691801142039050594611677987971555863 18.619611894624399210789760473841013481525641533702 8 5
73 2 2197879215945 OK 8.5276491977247170260910370175141634607646907180678 17.769201968326744292174293277817980154567163214558 8 5
73 4 21631822640274 OK 16.513170840300312476002386249474082237556352940278 17.992715466882389487712242124038386065139993043999 4 4
73 6 31585530701991 OK 31.108319293373497755657519714270177115298594468132 18.115233445581535225952846834861335378694676553589 4 3
73 16 15019383628914 OK 8.6697595538940406352680105806527738789079740999369 18.297379300011623881184615075336298996810564439705 12 5
73 22 51188084128335 OK 5.8624942717898544759466060893090891524048963216853 18.245117808942211005971963917872025833112506348816 4 6
73 32 2070729168270 OK 8.2889640277644680672930763479396869909805997732582 18.099902257354238418363205120170011603379015790122 16 5
73 42 136039476903855 OK 33.420572970778283321006766294090962769980736010277 18.707620230063078031424000213818613458023622497694 4 3
73 44 54047159388222 OK 23.549315382426888950968189697948412913265533156148 18.790083838748081298101348628932346857458805532531 8 3
